society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,BHK,Location,Total Floors,Servant_Room,Study_Room,Pooja_Room,Store_Room,Carpet_Area,Built_Up_Area,Super_BuiltUp_Area,piped_gas,waste_disposal,shopping_centre,intercom,power_backup,central_ac,wifi,garden,community,staff,water_storage,visitor_parking,lift,vaastu,security,swimming,gym,luxury_score,Hospital,Mall,Mandir/Church,ATM,Bank,School,College,Metro Station,Airport,Hotel,AC,Wardrobe,Microwave,Fridge,Stove,Curtains,Water Purifier,TV,Modular Kitchen,Geyser,Dining Table,Washing Machine,Exhaust Fan,Chimney,Light,Sofa,Fan,Bed,furnishing_type,area
Capital Residences ,166.0,8400.0,3.0,3.0,3.0,8.0,East,New Property,3, Sector 70A Gurgaon,22.0,1,0,0,0,1500.0,1900.0,1976.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019761904761904762
Capital Residences ,168.0,8502.0,3.0,3.0,3.0,5.0,North-East,New Property,3, Sector 70A Gurgaon,22.0,1,0,0,0,1560.0,1900.0,1976.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,,,,,,,,,,,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.019760056457304165
Sobha City,395.0,16858.0,3.0,4.0,2.0,15.0,West,Relatively New,3, Sector 108 Gurgaon,24.0,1,0,0,0,1512.0,,2343.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.02343101198244157
Emaar Digihomes,210.0,13925.0,2.0,2.0,3.0,12.0,North-East,New Property,2, Sector 62 Gurgaon,32.0,0,0,0,0,1200.0,1500.0,1508.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,6,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0.015080789946140035
Capital Residences ,164.0,8299.0,3.0,3.0,3.0,4.0,North-East,New Property,3, Sector 70A Gurgaon,22.0,1,0,0,0,1642.0,1950.0,1976.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019761417038197372
Capital Residences ,169.0,8552.0,3.0,3.0,3.0,8.0,North-East,New Property,3, Sector 70A Gurgaon,22.0,1,0,0,0,1650.0,1900.0,1976.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,,,,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019761459307764264
MM Golfestate,615.0,18287.0,3.0,3.0,3.0,23.0,,Moderately Old,3, Sector 65 Gurgaon,40.0,1,1,0,0,2710.0,,3363.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,34,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6,4,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,2,0.0336304478591349
MM Golfestate,610.0,18138.0,3.0,3.0,3.0,19.0,North-East,Moderately Old,3, Sector 65 Gurgaon,40.0,1,1,0,0,2710.0,,3363.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5,4,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,2,0.03363105083250634
DLF The Primus,159.0,10338.0,3.0,3.0,3.0,5.0,North-East,Relatively New,3, Sector 82A Gurgaon,32.0,0,0,0,0,1538.0,,1799.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,3,1,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0.015380150899593732
Emaar MGF Palm Hills,108.0,5400.0,3.0,4.0,3.0,5.0,South-West,Relatively New,3, Sector 77 Gurgaon,13.0,1,1,0,0,,,2000.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.02
Emaar MGF Palm Hills,109.00000000000001,5382.0,3.0,4.0,3.0,5.0,South,Relatively New,3, Sector 77 Gurgaon,13.0,1,0,0,0,,,2025.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.020252694165737647
AIPL Club Residences,85.0,9139.0,2.0,2.0,2.0,5.0,South-East,Relatively New,2, Sector 70A Gurgaon,9.0,0,0,0,0,,,930.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,33,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.009300798774482985
Sobha City,395.0,16858.0,3.0,5.0,2.0,15.0,North,New Property,3, Sector 108 Gurgaon,24.0,1,0,0,0,1512.05,,2343.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,42,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.02343101198244157
Sobha City,250.0,14611.0,3.0,3.0,2.0,19.0,East,New Property,3, Sector 108 Gurgaon,24.0,0,0,0,0,1111.44,1480.0,1711.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.01711039627677777
The Lions CGHS,204.99999999999997,7884.0,4.0,4.0,3.0,6.0,South,Relatively New,4, Sector 56 Gurgaon,9.0,0,0,0,0,2400.0,2500.0,2600.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,38,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.026002029426686956
Meditech Apartment,245.00000000000003,8166.0,4.0,4.0,3.0,1.0,West,Relatively New,4, Sector 56 Gurgaon,9.0,0,0,0,0,2800.0,2900.0,3000.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,34,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,5,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.030002449179524864
Kiran Residency,150.0,7500.0,3.0,3.0,3.0,4.0,North,Relatively New,3, Sector 56 Gurgaon,9.0,1,0,0,0,1800.0,1900.0,2000.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,34,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.02
shree kirpalu gi sector ,145.0,7631.0,3.0,3.0,3.0,7.0,West,Relatively New,3, Sector 52 Gurgaon,11.0,0,0,0,0,1700.0,1800.0,1900.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,44,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,5,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.019001441488664658
SS The Leaf,120.0,7317.0,2.0,2.0,3.0,6.0,North,Relatively New,2, Sector 85 Gurgaon,26.0,0,0,0,0,1000.0,1300.0,1640.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.016400164001640016
Emaar MGF Emerald Floors Premier,240.0,14545.0,3.0,3.0,3.0,3.0,East,Relatively New,3, Sector 65 Gurgaon,4.0,1,1,0,0,1250.0,1600.0,1650.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,3,1,0,0,5,0,0,1,3,0,0,0,0,0,0,0,0,2,0.016500515641113784
DLF The Ultima,250.0,11726.0,3.0,3.0,2.0,20.0,West,Relatively New,3, Sector 81 Gurgaon,29.0,1,0,0,0,1350.0,1700.0,2132.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3,3,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0.021320143271362783
Emaar Palm Gardens,155.0,9011.0,3.0,3.0,3.0,4.0,West,Relatively New,3, Sector 83 Gurgaon,16.0,1,0,0,0,1095.0,1400.0,1720.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.017201198535123738
Emaar Palm Gardens,176.0,9263.0,3.0,3.0,3.0,6.0,North-West,Relatively New,3, Sector 83 Gurgaon,16.0,1,0,0,0,1240.0,1500.0,1900.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.01900032386915686
Emaar Palm Gardens,176.0,9263.0,3.0,3.0,3.0,5.0,South-East,Relatively New,3, Sector 83 Gurgaon,16.0,1,0,0,0,1240.04,1600.0,1900.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4,3,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,2,0.01900032386915686
Godrej Frontier,140.0,6189.0,3.0,4.0,2.0,10.0,North-West,Moderately Old,3, Sector 80 Gurgaon,18.0,0,0,1,1,1576.0,1854.0,2262.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022620778801098723
Godrej Frontier,110.00000000000001,5705.0,3.0,3.0,3.0,8.0,North-West,Moderately Old,3, Sector 80 Gurgaon,18.0,1,0,0,0,1391.0,1580.0,1928.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01928133216476775
DLF The Ultima,245.00000000000003,11491.0,3.0,3.0,2.0,9.0,South-East,Relatively New,3, Sector 81 Gurgaon,29.0,1,0,0,0,1500.0,1800.0,2132.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0.021321033852580284
Ireo The Grand Arch,380.0,17560.0,3.0,4.0,1.0,19.0,West,Moderately Old,3, sector 58 Gurgaon,29.0,1,0,0,0,1600.0,1700.0,2164.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5,3,0,0,1,0,1,0,1,3,0,0,0,0,0,0,0,0,2,0.02164009111617312
DLF Park Place,575.0,24688.0,3.0,4.0,3.0,12.0,North-East,Relatively New,3, Sector 54 Gurgaon,30.0,1,0,0,0,1700.0,1900.0,2329.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6,3,1,1,1,0,1,0,1,4,0,0,0,0,0,0,0,0,1,0.023290667530784185
DLF The Belaire,1000.0,24557.0,4.0,5.0,3.0,17.0,North,Moderately Old,4, Sector 54 Gurgaon,30.0,1,0,0,0,2800.0,3000.0,4072.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7,4,1,1,1,0,1,0,1,4,0,0,0,0,0,0,0,0,1,0.04072158651301055
Suncity Platinum Towers,620.0,23091.0,3.0,4.0,3.0,21.0,South,Relatively New,3, MG Road,24.0,1,0,0,0,1900.0,2000.0,2685.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.02685028799099216
Emaar Palm Gardens,175.0,9210.0,3.0,3.0,3.0,6.0,West,Relatively New,3, Sector 83 Gurgaon,16.0,1,0,0,0,1240.0,1600.0,1900.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.019001085776330078
DLF The Ultima,240.0,11257.0,3.0,3.0,2.0,10.0,North-West,Relatively New,3, Sector 81 Gurgaon,29.0,1,0,0,0,1400.0,1800.0,2132.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,3,0,1,0,1,1,0,1,4,1,0,0,0,0,0,0,0,1,0.021320067513547127
Emaar Palm Gardens,175.0,9210.0,3.0,3.0,3.0,6.0,East,Relatively New,3, Sector 83 Gurgaon,16.0,1,0,0,0,1240.04,1600.0,1900.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3,3,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,2,0.019001085776330078
Godrej Frontier,140.0,6189.0,3.0,4.0,2.0,6.0,South,Moderately Old,3, Sector 80 Gurgaon,18.0,1,0,1,0,1634.0,1922.0,2262.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022620778801098723
Ramsons Kshitij,24.5,53.0,2.0,2.0,1.0,10.0,North-West,Relatively New,2, Sector 95 Gurgaon,14.0,0,0,0,0,45966.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46226415094339623
Ramsons Kshitij,17.5,544.0,1.0,1.0,1.0,12.0,North-East,Relatively New,1, Sector 95 Gurgaon,14.0,0,0,0,0,3212.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03216911764705882
Ramsons Kshitij,31.0,5.0,2.0,2.0,1.0,1.0,North-East,Relatively New,2, Sector 95 Gurgaon,14.0,0,1,0,0,607936.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2
ROF Ananda,33.0,60.0,2.0,2.0,1.0,13.0,South-West,Relatively New,2, Sector 95 Gurgaon,14.0,0,0,0,0,54917.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55
ROF Ananda,38.0,58.0,3.0,2.0,1.0,12.0,North,Relatively New,3, Sector 95 Gurgaon,14.0,0,0,0,0,64412.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6551724137931034
ROF Ananda,21.0,61.0,1.0,1.0,1.0,13.0,North,Relatively New,1, Sector 95 Gurgaon,14.0,0,0,0,0,34401.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3442622950819672
ROF Ananda,20.0,5463.0,1.0,1.0,1.0,10.0,West,Relatively New,1, Sector 95 Gurgaon,14.0,0,0,0,0,366.08,,,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003660992128866923
CHD Avenue ,120.0,7407.0,3.0,3.0,3.0,4.0,North,Relatively New,3, Sector 71 Gurgaon,14.0,0,0,0,0,,,1620.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,3,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0.016200891049007696
Shapoorji Pallonji Joyville Gurugram,126.0,10370.0,2.0,2.0,3.0,7.0,East,Relatively New,2, Sector 102 Gurgaon,26.0,0,0,0,0,,,1215.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.01215043394406943
Indiabulls Centrum Park,134.0,7486.0,3.0,3.0,3.0,13.0,South-East,Relatively New,3, Sector 103 Gurgaon,18.0,0,1,0,0,1350.0,,1790.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01790008014961261
ATS Triumph,250.0,7936.0,4.0,4.0,3.0,14.0,North-East,New Property,4, Sector 104 Gurgaon,27.0,1,0,0,0,,,3150.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03150201612903226
Puri Diplomatic Greens,370.0,12542.0,4.0,5.0,3.0,12.0,South-East,Relatively New,4, Sector 111 Gurgaon,21.0,1,0,0,0,2450.0,2650.0,2950.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,7,4,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0.02950087705310158
HSIIDC Sidco Shivalik Apartments,60.0,4000.0,3.0,2.0,2.0,5.0,South-East,Moderately Old,3, Sector 1 Imt Manesar,9.0,0,0,0,0,1077.0,,1500.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015
Alpha Corp GurgaonOne ,220.00000000000003,6406.0,4.0,4.0,3.0,15.0,South-West,Relatively New,4, Sector 84 Gurgaon,19.0,1,0,0,0,,,3434.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03434280362160475
DLF The Belaire,700.0,23333.0,4.0,6.0,3.0,12.0,East,Moderately Old,4, Sector 54 Gurgaon,30.0,1,0,1,1,,,3000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0.030000428577551107
ATS Triumph,260.0,8253.0,4.0,4.0,3.0,12.0,South,Relatively New,4, Sector 104 Gurgaon,27.0,1,0,0,0,,,3150.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03150369562583303
Mahindra Luminare,580.0,19173.0,3.0,4.0,3.0,16.0,North-East,New Property,3, Sector 59 Gurgaon,30.0,1,0,0,0,3025.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3,3,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0.0302508736243676
Shree Vardhman Victoria,180.0,9230.0,3.0,3.0,3.0,10.0,North-East,New Property,3, Sector 70 Gurgaon,18.0,0,0,0,0,,,1950.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,2,0.01950162513542795
MM Skywalk,140.0,9831.0,2.0,2.0,2.0,17.0,North-East,New Property,2, Sector 74 Gurgaon,30.0,0,0,0,0,,,1424.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.014240667276980978
SS The Leaf,204.99999999999997,7290.0,4.0,4.0,3.0,4.0,North-East,Relatively New,4, Sector 85 Gurgaon,15.0,1,0,0,0,2250.0,2500.0,2812.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,6,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.028120713305898486
SS The Leaf,117.0,6720.0,2.0,3.0,3.0,10.0,South-East,Relatively New,2, Sector 85 Gurgaon,26.0,0,0,0,0,1350.0,1550.0,1741.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017410714285714286
DLF The Skycourt,158.0,8190.0,3.0,3.0,1.0,16.0,North,Relatively New,3, Sector 86 Gurgaon,19.0,0,0,1,0,1450.0,1750.0,1929.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5,3,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,2,0.019291819291819293
